,RCO02,RCO03,RCO04,RCO05,RCO06,RCO07,RCO08,RCO09,RCO10,RCO11,RCO12,RCO13,RCO14,RCO15,RCO16,RCO17,RPO09,RPO10,RPO11,RPO12,RPO13,RPO14,RPO15,RPO16,RPO17,RPR03,RPR04,RPR05,RPR06,RPR07,RPR08,RPR09,RPR10,RPR11,RPR12,RPR13,RPR14,RPR15,RPR16,RPR17,SCO04,SCO08,SCO09,SCO10,SCO11,SPO10,SPO11,SPR04,SPR08,SPR09,SPR10,ZCO03,ZCO04,ZCO08,ZCO09,ZCO10,ZCO11,ZPO10,ZPO11,ZPR03,ZPR04,ZPR08,ZPR09,ZPR10
K16675,3.382018333,0.926031667,0.646383333,1.617335,7.721636,1.07468,3.712575,5.187831667,9.453073667,15.70427,35.400572,30.29833333,40.476245,21.799994,37.195982,42.62684717,12.27458167,14.34198333,19.60624167,18.4068,26.71854333,7.208665,4.140126667,3.24618,17.57766,0,0,0,0,0,0,5.272183333,4.322311667,0,4.67375,6.927096667,33.2797,19.982725,15.1049645,41.6073555,1.3652695,1.880047,2.585373,3.207348,0.4357155,0.4285135,1.942901,4.6907,0.284408,7.20265,0.366734,0,0,0.367509,0.863313,1.271603,0.333717,0,1.66083,2.21291,0.2899515,2.815275,0,1.757167
K12188,4.548316667,0,0,0,6.851666667,0,5.485233333,9.724866667,4.142033333,16.60904667,26.859,31.15685,33.91945,22.3434,21.29,13.11979667,42.6705,0,19.80901667,23.3845,5.116583333,10.5888,3.126916667,0,16.81778333,0,0,0,0,0,0,7.398166667,4.536083333,0,9.2371,3.543016667,0,8.3873,2.36558,26.03885,0,0,0,0,0.68854,0,0,1.047875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00101,2.306463333,0,0,0,3.601888333,2.72358,6.554758333,4.224255,8.06193,14.825365,30.55002,32.793465,42.40574,34.269064,26.39729,32.82255167,19.68141667,8.308416667,14.96339833,18.909525,21.40737667,42.7033,10.43086,7.50201,11.4463,0,0,0,0,0,0,6.501983333,1.823333333,3.36685,3.501466667,12.61938667,15.53025,13.9340275,15.20904,32.72541667,0.3971855,0.89287,0.3371605,0,0.606695,0,0.5736365,2.418191,0,1.4602095,0.282885,0,1.79508,0.3109945,0,0,0,0,0.314707,1.574115,0,0,0,0
K04482,7.36043,0,0,2.419151667,6.604738333,3.943975,0,7.559681667,5.494577,21.96694917,24.554571,27.48319,28.9635425,42.728662,41.23194,39.63863383,14.19753917,10.10108333,26.09027617,0,11.88449817,33.536038,2.526163333,7.17365,25.248598,0,0,0,0,0,0,20.1232785,2.872266667,0,9.222616667,10.38888333,27.2446605,10.185725,10.199628,15.06175133,2.394585,2.0731895,1.12626,0,0.521555,1.07191,0,4.5212845,0,0,1.1562455,0,0,1.177511,0.694045,0.424668,0.2961945,1.7665195,0,0,0,0,0,0.4872295
K01568,0.473268333,0,0,0,0,0,2.623996667,0,12.789935,12.77244333,28.123922,23.12497167,42.72999,22.370616,21.44955,30.01388667,11.04774167,29.13953,41.04228333,32.60402,25.30657833,15.486625,8.05811,9.90667,26.45883333,0,0,0,0,0,0,0,0,2.88235,1.6915,2.301838333,4.38265,3.9520775,10.44787,37.99709167,0,0,0,0,0,0,2.1740165,0,0.161872,0.283193,0,0,0.363282,0,0,0,0.1746495,0,0.7974745,0.663435,0,0,0,0
K20120,1.514401667,0,0,6.778683333,15.24173333,0,11.93802333,7.243210667,13.708905,25.46271667,34.08986,34.02616167,19.07725,37.275756,22.0731,23.16609033,23.98646667,17.87162,12.37398333,0,32.02773333,20.95595,4.015166667,7.6163,42.73196667,0,0,0,0,0,0,9.143816667,0,0,21.3387,25.90387333,7.9262215,15.27405,8.9185,22.40962833,0.86088,0,1.543395,3.57056,0.75108,0,1.82337,2.67321,0,0.70478,0.661965,0,3.773885,0,0,0.594685,0,0,0,0,0,0,0,0
K17819,3.669141667,0,0,1.482111667,5.613246667,1.118765,0.651191667,1.117966667,22.52228167,7.670078333,30.149172,21.59829167,35.45064,16.002734,31.32442,38.18087333,19.61333667,17.40600333,21.86611167,4.638185,10.26600167,4.066895,15.01506667,6.138,10.67806667,0,0,0,0,0,0,0,4.361633333,0,21.47183333,9.416061667,24.546965,25.6720525,13.065105,42.79274667,1.0790955,0.9240865,0.346197,1.231385,0.9537945,0,1.5514285,3.848649,0,1.727815,0.5807745,0,0,0,0,1.3002215,0,0,0.7398275,2.61473,0,0,0,0
K08675,4.9534875,0.798761667,0,1.19356,3.960173833,1.888573,7.152550833,2.361525833,15.995324,14.54131367,15.0035278,17.61074833,42.793365,14.931628,18.13767,25.51499,12.05339,15.92932267,6.462569,5.4474765,6.681931667,6.9331975,0.656616667,0,6.6276095,0.708115,0,0,0,0,0,2.338831667,5.547088667,2.623982667,6.540678667,4.764457333,7.495409,11.158735,9.540397,14.51327233,0.90443,1.295047,0.2948165,0.905898,0.767616,0.280082,0.4174855,1.8736225,0.073757,1.4283305,0.491899,0,0,0.4366045,0.09411,0.53168,0,0.178355,0.505963,0.3164205,0,2.181606,0.0592745,0.132693
K16576,8.11475,0,0.803783333,4.954383333,3.205843333,1.13202,7.704223333,6.120188333,28.626075,25.95182667,17.174718,28.37812,42.82309,33.2028728,25.73527,30.53876333,13.72375667,14.311805,16.45887333,14.01432,10.80437333,0,8.856108333,8.2033,2.241166667,0,0,0,2.474066667,0,0,0,0,3.7814,16.79978333,6.679048333,21.28915,12.379465,11.729945,30.99921667,0.3874135,1.57025,0,1.1330985,0.9253595,0.3240845,0,1.224815,0,1.253607,0.2975065,0,0,0.6766765,0,0.603386,0.4129705,0.307228,0,0,0.74919,0,0,0
K22382,4.880128333,2.423183333,0,0,5.259406667,1.84852,19.43396667,7.535526667,17.471105,38.067355,36.024552,31.16041,36.661605,34.124054,30.94562,38.38064833,20.769875,21.59919833,24.67049167,15.30782,7.371366667,17.550155,12.0112,5.136215,8.76443,0,0,0,0,0,0,0,0,0,12.150075,7.187,42.83495,21.4337075,12.834195,35.31366,1.2831245,4.251155,1.3057905,2.225453,3.8071925,0.9435235,1.4607195,8.4551455,1.27492,2.563385,0.4526145,0,0,5.466762,0,0.6469735,0.6030905,0.9377505,1.75682,4.687895,0.69635,1.76128,0,0
K00953,4.440033333,0,0,6.22215,2.896066667,0,0,0,11.7536,12.70282,22.29786,15.77803717,42.883085,21.5246,18.65581,31.92819833,7.651116667,19.54488333,14.39273333,11.1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.43235,0,8.1875285,11.5463,24.63008333,0,0,0,0,0,0,0,2.75524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K09529,4.50257,0,0,0,2.818298333,3.524355,1.89505,2.7498,8.330881667,12.02821167,14.759756,20.20460833,29.060695,18.645078,23.95943,30.489245,11.6801,14.93296,8.250283333,9.2498,5.104096667,20.54915,4.5759,0,18.96433333,0,0,0,2.21365,0,0,0,0,0,4.208033333,8.2885,42.9621,11.5083025,6.453635,22.80185667,0.730555,0.87645,0,1.87973,2.370708,1.388215,0.858092,8.613256,0,2.512898,2.0983955,0.62952,0,0.4234955,0.4165135,0,0,0,0.544365,1.03807,1.24691,9.47235,0,0
K06634,9.09131,0,0,0,0,0,4.293666667,0.868163333,5.802738333,13.59963,24.380758,22.63067333,17.6374,21.016214,15.455,43.00266,3.4909,6.830716667,6.786033333,6.9719,13.20073167,13.4461,1.878433333,0,26.33378333,0,0,0,0,0,0,0,4.407233333,3.6093,0,13.66516667,7.09725,14.07848,10.76634,36.66698167,1.9969555,0.470388,0,1.712825,2.3392305,0,0,3.597735,0,0.468535,0.443287,0,0,1.5654835,0,0.982165,0.3216005,0,0.4321315,2.270705,0,3.42905,0,0.4697745
K18203,2.094345,0.721868333,0,6.55825,2.327338333,1.44761,7.230593333,13.97390167,9.172425,34.81116833,13.7693382,39.71341833,32.884425,28.76574,24.93176,43.002685,11.879005,7.254431667,24.15268283,9.002475,15.1384185,18.06196,1.203788333,5.1875,6.928388333,0,0,3.3634,0,0,0,14.8741,1.746283333,0,5.310183333,8.643566667,14.22227,25.44091,17.387555,30.15148517,2.5084505,2.0838165,2.27714,0.411587,1.9515405,2.58539,1.468086,6.907222,0.2037,2.5926225,1.0601125,0,0.274027,3.813493,0.2228055,1.020273,0.811022,0.974686,0.1753895,0.98684,0,0,2.337665,0
K10884,1.900806667,0,0,0,8.604265,1.97576,7.244433333,13.37802167,5.075966667,8.055456667,21.624596,15.58496,43.003445,28.439444,15.87718,21.7533,13.77166667,14.15756833,11.22978667,14.6656,13.44125333,28.72342,8.335103333,6.59749,3.7231,0,0,0,0,0,0,0,0,0,21.02669167,12.14491667,11.504595,7.2184575,7.372025,14.70949,1.3800065,1.577336,1.07529,1.162567,0,0.88914,1.43121,4.095622,0,3.254036,0.7152445,1.219125,0,0.969085,0,0.8516365,0,0.967865,0,0,0.291483,0,0,0
K02328,3.239025,0,0,3.028316667,1.433193333,1.19428,1.679783333,6.549548333,5.10774,9.631713333,8.0665496,12.85215333,43.01911,20.847158,15.73175,22.02585333,13.4318,5.035733333,9.614794833,0,8.023516667,0,3.86778,0,12.22016667,0,0,0,0,0,0,0,3.719583333,0,4.712,2.764736667,4.755175,6.65410925,4.866715,15.53220333,0.1396745,0.2601245,0,1.138875,0.66674,0,0,1.298405,0,0,0.311974,1.567905,0,0,0,0.6314035,0,0.111879,0,0,0,0,0,0
K13886,4.56029,0,0,0,5.071875,0,2.379833333,2.109633333,17.04361167,14.93310667,34.891794,18.26621667,43.03558,21.330188,19.49643,14.92259667,5.65305,14.8501,11.526385,0,4.8102,27.9937,1.265026667,0,5.151283333,0,0,0,0,0,0,3.742566667,0,0,9.8794,7.797065,18.78292,10.824424,10.90176,29.58974333,0.7047425,0.6933325,0.3894725,0,2.790226,0.72366,0.2252255,1.823467,0,0.69289,0.328849,0.513445,0,0,0,0.6691845,0,0,0.3228865,0,0,0,0,0
K02575,27.34539333,0,0,3.843583333,2.3217,0,6.194153333,0.627006667,23.81519167,13.628072,43.054766,8.68411,13.515735,19.087686,21.239827,24.69161667,15.04376833,11.05056167,3.705216667,0,0,0,0,0,0,0,0,0,0,0,0,0,1.968033333,4.0278,41.47085,24.58265,27.51645,25.0543925,8.334295,23.01264333,1.5044355,2.01152,1.5673405,7.6636365,9.793347,2.458215,1.0466985,39.194905,0.98751,4.976151,0.328849,1.652465,0,0,0,1.6605885,0.8963975,0,0.608595,0.79232,0.382365,0,0,1.35268
K12841,2.036151667,0,0,7.364331667,3.227531667,1.648225,1.856465,19.01684833,23.37759333,14.50140667,38.718424,18.80482667,27.37585,34.3439844,17.140603,43.0794065,2.372853333,31.32637333,38.87837833,38.92635,18.77719833,38.55607,9.416015,12.380975,29.70323667,0.579436667,0,0,0,0,0,0,12.12136667,0,16.17518833,7.005996667,19.848845,14.94369875,7.524465,32.05008933,4.657533,4.2567825,4.0337,7.1536795,2.63345,4.5236685,2.1841095,7.5338865,0.362323,3.135521,4.694799,1.719925,3.46506,2.907877,1.3111675,1.8390635,1.3440475,2.100742,1.31253,5.94488,0.4739325,14.96532,7.2837445,2.7944785
K22074,1.13005,0,0,0,0,0,0,1.144832333,16.87475,10.06817833,19.4596998,13.05388167,43.11417,14.728122,12.51948,22.4373855,0,2.242916667,15.67125,10.0851,8.059233333,0,0,15.693315,8.798966667,0,0,0,0,0,0,0,0,8.2415,12.90506667,11.57786667,0,15.04475,3.999645,7.96345,0,0,0,0.733915,0,0,0.7960825,1.799465,0,0,0.634645,0,0,0,0,1.19008,0,0,0,0,0,0,0,0
K11304,3.1705495,1.4551925,1.518471667,0,7.170622,2.4149015,3.787919333,1.7427865,14.26062017,21.44029233,25.7381784,29.887434,43.179674,30.0921124,27.648578,33.1928285,8.175168333,18.24267067,20.55635167,28.844575,24.06331433,9.3912245,6.190023,21.0783725,17.12471683,0,0,0,0,0,2.27718,3.880544833,1.762833333,0,12.41883233,19.85739683,14.7433005,15.98513175,15.213254,33.16739,1.2136875,1.658523,0,1.6049105,1.3870885,1.058755,0.203063,3.581275,0,0.951925,1.215393,0,1.923854,0.6350115,0.2501505,0.2815945,0,0.305212,0.6313635,0,0,0,0,0.945851
K17662,8.5545,0,0,16.27128333,3.576483333,0,0,4.068566667,0,30.7974,20.61624,8.443238333,9.11945,13.112554,17.21015,16.40625,0,0,5.245433333,16.666,3.300833333,0,0,8.89385,12.86746667,0,0,0,0,0,0,0,0,0,15.07923333,43.19666667,0,0,6.90075,15.67843333,0,0,0,0.724115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61458,0,4.476325,0,0.62686
K03950,0,0,0,0,10.01401667,0,5.561183333,0,0,12.76725,10.52434,5.215366667,0,43.27822,34.9156,6.21875,0,0,0,0,33.63928333,0,0,0,0,0,0,0,0,0,0,0,0,0,28.572,11.6211,0,0,18.84335,0,0,0,0,4.059715,5.252845,1.93525,0,5.60982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K06695,4.44931,7.055416667,0,0,3.101733333,0,2.4607,9.147183333,7.3305,18.1455,35.35232,26.06275,7.7417,12.50778,25.77582,43.39446667,17.68118333,0,5.3735,0,0,15.3678,0,0,0,0,0,0,0,0,0,0,0,0,41.1317,12.60938333,0,24.18765,3.43323,29.68738333,0,0,0,0,0.886605,0,0.552765,0.97382,0,0,0.942585,0,0,0,0,0.712125,0,0,0,0,0,0,0,0
K12735,4.423203333,3.09895,0,0,0,0,0,0,14.84732667,6.029395,18.575012,14.79890333,43.43168,17.208928,11.27985,26.83293333,7.242866667,1.157063333,11.98334667,0,5.055471667,5.0233,4.63195,3.48577,2.575633333,0.547873333,0,0,0,0,0,0,0,0,4.420916667,16.52783917,5.03195,5.4516925,9.647585,23.90658833,3.6334265,0,2.0868545,1.5841975,0.3901305,0.812405,0.2252255,5.0215485,0,0,0,0,0,1.4896665,0.260168,0.382614,1.25198,0,0.3228865,0,0,2.67248,1.5850605,0
K00720,0,1.58719,0,1.333591667,4.89096,1.80393,10.45817333,22.62408667,27.23791833,39.75705,39.190756,43.43499683,23.11156,17.048716,19.009638,23.78310667,26.56339167,8.851076667,23.634025,21.60657,32.900285,23.014055,2.504101667,0,17.650845,0.529533333,0,0,0,0,0,2.148233333,6.014966667,6.7393,4.858433333,15.67303833,12.78136,9.32365,10.016175,24.574575,0.7510575,0.21404,0.2395795,0,1.053993,0,1.5299245,0,0.372203,1.072961,0,0,0,0.418818,0,0.9125085,0.4347575,0.861075,0.8362595,0,0,3.59038,0,0.306941
K08773,2.82353,1.451503333,1.03492,2.922641667,3.4247805,1.1003595,6.414921667,2.994281667,7.457435833,5.407886667,18.34288,9.916211833,13.761661,7.34786,10.983571,9.601551667,10.68719167,7.896917167,7.4153835,0,7.274331667,7.906218,11.574665,4.69646,12.49579833,1.073563333,1.11844,0.728756667,0.924983333,0,2.83735,4.33047,5.317723833,2.941943833,10.45420367,5.408923667,4.41145,9.490585,2.3862705,10.45174217,6.5938575,3.914213,5.8400835,7.6386975,3.0094155,7.372513,3.429935,9.684624,0.915689,9.478647,4.014315,1.8473615,9.915174,9.237157,4.2365575,5.5121395,3.095378,3.8102375,1.467361,7.546038,4.6752765,43.531575,5.484272,5.2916445
K19840,2.82353,1.451503333,1.03492,2.922641667,3.4247805,1.1003595,6.414921667,2.994281667,7.457435833,5.407886667,18.34288,9.916211833,13.761661,7.34786,10.983571,9.601551667,10.68719167,7.896917167,7.4153835,0,7.274331667,7.906218,11.574665,4.69646,12.49579833,1.073563333,1.11844,0.728756667,0.924983333,0,2.83735,4.33047,5.317723833,2.941943833,10.45420367,5.408923667,4.41145,9.490585,2.3862705,10.45174217,6.5938575,3.914213,5.8400835,7.6386975,3.0094155,7.372513,3.429935,9.684624,0.915689,9.478647,4.014315,1.8473615,9.915174,9.237157,4.2365575,5.5121395,3.095378,3.8102375,1.467361,7.546038,4.6752765,43.531575,5.484272,5.2916445
K00721,4.490421667,0,0,0,2.037766667,0,0,0,25.38885,5.8033,21.1764,9.257613333,22.10765,23.204986,18.74813,43.6354,11.72686683,2.650733333,7.548766667,0,6.966266667,0,0,0,0,0,0,0,0,0,0,9.642566667,4.3251,8.325283333,0,0,19.033,7.997175,4.097175,30.88131667,1.629035,1.38293,1.555745,1.621435,0.685035,0.7384,0,6.50398,0,0,0.69033,0,0,1.53765,0,0,0,0,0,0,0,0,0,0
K18655,9.363988333,0,0,0.570351667,10.75909667,0,0.753546667,11.05185333,11.83325,15.69010167,33.47436,27.96450333,35.68167,20.943794,30.25011,27.8325,19.782455,15.53753833,25.10778,5.3295,43.66791667,24.2447,2.429131667,17.73349,22.80725,0,0,0,0,5.20525,0,0,0,0,2.64805,10.56533167,25.08405,16.0413825,13.42948,31.81339833,0.35766,1.40735,0,0.8103,0.380252,0,0.889157,2.39837,0.2019475,1.0621825,0,0,0.4729205,1.8600725,0,0.986362,0,0,0.326821,0,0,0,1.23946,0.714877
K02867,10.30276667,0,0,0,0,0,0,0,16.39666667,0,0,13.52521667,16.6174,7.7679,43.6757,15.14775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3727,31.22825,0,0,0,0,0,0,0,2.691845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01887,9.8159,0,0,0.836818333,6.862501667,3.004045,7.233506667,3.595881667,6.779308333,20.90519,26.181472,30.861795,43.693925,38.755496,25.724702,43.05250333,21.42699333,23.85597167,15.83233333,3.90972,21.409995,16.59541,4.20014,13.89231,25.02222667,0,0,0,0,3.36003,0,1.721,1.055201667,0,10.34268333,9.518863333,23.92395,13.4143975,24.5505,26.91123167,1.36514,0.9462025,0.516146,0.219406,0.7820255,0,0.987463,3.354847,0,1.057675,0.2502645,0,2.962255,0.5709405,0,0.511318,0.1632665,0.6199165,0,2.58021,0.309463,0,0,0.3772215
K00293,9.454023333,1.486656667,0,0,2.006933333,0,9.62245,2.795815,4.664511667,18.90625333,30.219998,21.25250167,43.696635,24.509214,25.937504,32.44290333,9.96745,4.560381667,1.641095,5.0499,0,4.693415,0.9413,0,4.572135,0,0,0,0,0,0,0,2.010583333,0,5.33905,7.080201667,17.73273,15.7777675,10.56331,17.93781167,3.6808895,1.052885,1.1915255,0.408199,0.7116205,0,0,2.5525575,0,0.706925,1.34179,0,1.96138,3.950075,0.253197,0.737155,0.4340295,0.3573875,0,0,0,0,0,0
K19703,4.078596667,0,0,0.768101667,4.754465,3.486945,14.31583317,13.7428,24.89843333,43.74236833,27.734934,35.43745667,5.45825,21.809212,36.72212,40.23949167,10.10596667,1.596241667,2.216083333,0,16.06327333,19.45705,0,0,20.49746667,0,0,0,4.178683333,0,0,0,8.0207,0,29.28286667,22.30256667,42.58765,24.625225,8.247715,23.19634833,4.9396,2.759162,1.021675,2.406285,1.288535,0.50475,1.5116695,6.0430045,0,3.268775,1.741533,0,0,0.986204,0.324288,0.481666,0,0.60742,0,0,0,0,0,1.3868545
K03026,0.764456667,0,0,0,0.949853333,3.883835,1.8209,2.775095,17.48336333,10.83039833,15.59312,18.30928167,39.91791,23.464878,15.04098,15.453495,4.322783333,28.30121667,43.82550667,15.41375,5.831866667,34.083135,14.240065,27.11519,10.26945,0,0,0,0,0,0,3.83385,0,0,10.60193333,4.60974,22.0752,23.1014,15.887295,13.654715,0.7759475,0,0,2.3294555,0,0,0,1.20006,0.2019475,1.402781,0,0,0,0.338422,0.2519695,0.73896,0.2087475,0.345236,0.673412,0,0,0,0,0
K00679,4.504286667,0,0,0,3.657638333,1.174655,4.859498333,9.95435,25.315535,29.3355,43.874908,28.64419333,42.580535,22.466144,16.93893,38.98742333,30.36288667,7.70271,20.15250833,19.857755,17.156425,33.162,5.95335,19.81031,18.22728167,0,0,0,0,0,0,2.595466667,10.001735,0,1.673633333,10.49227667,10.37527,14.6765325,20.825875,40.440455,0.553781,0.438055,0.248502,0,0.4705935,0,0.3645465,0.615704,1.6044975,0.437652,0,0,0,0,0,0.493781,0,0,0,1.10147,0,0,0.81,0
K07575,2.387066667,0,0,2.1046,0,0,0,0,10.18106667,39.40755,20.99492,4.8823,43.95535,24.243872,3.49156,23.56925,22.24788333,15.76925,5.915666667,37.3693,36.8368,0,6.9864,17.432,16.2186,0,0,0,0,0,0,0,0,0,18.67205,5.204483333,13.7161,0,3.87955,11.93671667,3.793395,0,1.19367,0,0,0,0.67632,2.64337,0,0,0,0,0,1.01397,0,0,0,0,0,2.62155,0,0,3.60561,0
K14797,5.157216667,0,0,0,4.851791667,1.392745,4.581613333,2.173533333,8.977966667,13.15491667,23.204694,36.186595,44.0281,20.129102,14.25129,30.37769,15.83178333,12.38898167,9.425783333,11.1809,14.50788333,5.06285,3.01072,5.0822,5.1216,0,0,0,0,0,0,9.2771,2.16885,0,12.52406667,17.43363333,9.54426,6.8613,11.06041,16.22976333,0.4667565,0,0.851165,0,0.3565295,0,0.477223,0.912852,0,0.3793995,0.3598115,0,0,0.4485785,0,0.789274,0,0,0,0,0,0,0,0.38256
K05658,6.041800667,2.219841667,0.419608333,0.931428333,2.150373333,1.9218655,5.931783333,5.175241667,10.61053333,14.47542383,26.84822,23.61732667,28.03155,16.288322,12.658601,22.54372833,7.885456667,4.349016667,3.676565,4.367165,5.484795,2.6553,2.472363333,2.339585,11.26575,0.254225,0,0,0,1.4707,0,0,0,2.908658333,7.689971667,9.38052,44.129495,13.6743525,14.0938485,31.44207,1.215142,1.048163,0.3524745,1.3125585,1.4491085,0.6936945,0.528826,6.0468895,0,3.8553115,0.2997295,0,0.739347,0.9952395,0.0771965,1.587336,0.2680865,0.292424,0.3082555,0.516155,0,1.566625,0,0.1519355
K05289,4.9639,2.98185,0,2.3306,1.756551667,2.93161,4.723716667,1.405271667,11.70768167,9.537831667,34.513334,29.66416167,42.77088,43.798146,25.67823,32.05452833,7.307983333,3.384943333,14.31658667,32.70525,14.67403833,20.49389,7.568033333,9.73855,21.06246667,0,0,0,0,0,0,0,0,0,14.21493333,10.64255,8.728855,3.435725,3.33097,44.15373,0.8119345,1.2251025,0.55493,1.2548395,0.785112,0.80276,0,3.0864205,0,0.248421,1.2315395,0,1.39388,0.88792,0,1.510396,0.149106,0,0.233499,0.96201,1.192915,0,0,1.0228655
K18171,16.7575,0,0,43.482,0,0,0,0,0,44.1825,0,0,0,0,0,36.94316667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35589,0,0,0,0,0,0,0,0
K17260,2.868900167,0.722573333,1.338878333,0,3.2124345,0,12.413755,3.078028333,8.47393,12.62087833,19.53504,32.81345833,44.191465,25.323432,15.87069,21.48123667,16.21071667,17.77618333,10.2665,24.90295,4.589855,23.11985,7.875113333,8.556,12.85541667,0,0,0,0,0,5.54714,5.165666667,2.415313333,0,2.85545,8.21905,21.298,20.5400375,9.79806,21.67402167,0.943318,1.9917165,0.94366,0.96679,0.78739,0,0.2563615,0.598015,0,0,0.3995845,0,0,1.610085,0,0.434455,0,0,0,0,0,0,0,0.58948
K02357,9.982116667,0,0,4.341666667,1.55776,3.272,8.888916667,3.793721667,2.32635,8.161298333,30.696724,19.89416333,17.424055,8.8963102,31.56417,23.67565833,14.15916667,9.435223333,44.21438333,28.5868,19.22195,18.11855,9.570416667,0,29.34015,5.706381667,0,0,0,0,0,0,0,0,10.94361667,6.05975,0,11.044275,2.36327,19.52417333,0,3.16999,0.98715,2.79355,0.522945,0,0.530345,9.983495,0.456485,0,0.424977,0,0,0,0.313529,0,1.08098,0,0,1.072095,2.29074,0,0,1.44416
K01358,6.104685,0,0,0,0,0,3.441476667,0,31.52291667,20.75268333,6.74384,16.38777833,44.2242,14.421704,2.20985,17.66112833,16.16073333,12.2004,8.498633333,0,1.925483333,10.3367,5.96295,31.12855,5.260866667,0,0,0,0,0,0,0,0,0,5.11325,16.00505,0,0,8.94557,20.39,0.88282,0,0,0,0.81635,0,0,1.08181,0,0,0,0,0,0,0,0,0,0,0,1.79594,0,0,0,0
K01101,8.364583167,0,1.334545,6.0988,1.68306,3.636045,13.858045,11.20512,9.628283333,29.82144333,44.362786,26.33622667,23.861315,31.185764,26.784466,21.38070667,12.38036333,7.880005,17.35928333,11.256365,25.72459333,7.129785,14.74871833,9.51555,20.5863,0,0,0,1.89325,0,0,0,4.97565,2.600466667,18.77072667,5.069186667,14.101315,4.88041,8.554175,22.54647,0,6.5086025,1.969735,0.2516275,0.2047005,0,0.9714985,1.53036,0,0,0.205574,0.3199485,0.875205,0.518325,0.4267735,2.69269,0.13447,0.2981725,0.2046385,0,0.633375,7.20255,0,2.220962
K11228,2.8881885,0,0.952662833,6.702599667,2.7716155,0.92602,2.381265,2.194514167,3.861379167,7.172595833,18.1680292,8.111932833,18.7109985,18.720536,18.268366,23.892279,8.529466667,10.46802433,7.991658333,28.2863335,7.448915,27.9937895,7.391432,2.90533,44.47470433,0.553361667,3.51189,0,0,0,0.812382,0,5.363633333,5.356983333,9.801613333,6.167048167,15.0928435,8.459875,6.5832525,15.29094817,0.2300205,1.558617,1.306673,1.4795835,1.3822145,0,1.5020215,1.187595,0.130275,0,1.9164685,0.468973,0,1.6000185,0.8369125,0.9564945,0.1574265,0,0.9001135,1.8552,0,1.64833,1.72965,1.434306
K18182,0,0,0,0,0,0,0,0,10.076,1.398003333,44.50568,2.46335,24.448,9.363518,2.77108,12.01051667,18.5711,0,0,0,0,0,0,0,8.738516667,0,0,0,0,0,0,0,10.29428333,0,0,8.682133333,0,10.180875,0,19.84471667,3.872735,0,1.000545,0,0,0,0,6.52135,0,0,0.773995,0,0,2.708075,0,0,0,0,0,0,0,15.4542,0,0
K04709,1.515111667,0.727295,0,0,6.516185,1.81572,7.712216667,4.267616667,9.717001667,7.804148333,38.846086,27.85966667,30.162825,32.362288,31.60062,44.508995,19.07731667,22.61118167,9.042583333,6.42675,7.780955,12.4105,16.26885,0,13.16811667,0,0,0,3.823633333,0,0,5.14895,0,0,30.11761667,7.595483333,0,17.446815,6.57589,34.58852667,3.384808,2.4116465,0.934,0,2.545427,0,0.7604675,3.83305,0,1.265451,1.197939,0,0,1.564349,0,0,0.257864,0,0,0,0,0,0,0
K08490,4.1679,0,0,5.052116667,9.270197167,0,5.978076667,4.356401667,22.70725,7.679546667,24.648564,22.4411375,14.0058545,31.4766044,17.66012,44.51732667,2.476633333,27.34393167,16.7992915,24.479155,15.86628333,0,0,0,21.55443333,0,0,0,0,0,0,5.96915,0,4.12275,9.469816667,4.2094685,39.1284,19.8776,14.586027,16.1779175,2.483835,1.9670175,0,0,0,1.11358,0,0,0,3.196075,0.5033,0,0,0,0,1.08845,0,1.20868,0.512301,0,0.606475,7.65245,0,0
K17413,3.173766667,0,0,0,2.9208,0,5.599266667,3.664083333,29.23496667,15.09938333,41.6772,36.40458333,39.63775,24.763764,39.53086,36.45758333,22.90128333,18.59873333,4.187616667,12.88595,13.50528333,0,0,0,29.0208,6.178316667,0,0,0,0,0,0,0,0,6.8119,30.47906667,37.8375,4.395875,22.89605,44.52485,2.79991,0,0,1.873085,0.878155,0,0.533465,3.122085,0,1.641175,0.773995,1.16183,0,0,0,1.48644,0,0,0.735415,1.927785,0,0,0,0
K09458,8.930613333,1.466835,0,16.27128333,4.51114,0,0,4.668941667,0,32.144375,23.505606,15.71544833,23.81207,17.398788,34.87925,25.91795833,1.578445,2.342046667,11.41166833,16.666,5.538483333,4.668185,0,12.435845,15.04738333,0,0,0,0,0,0,0,0,0,17.71316667,44.53769333,11.393,1.6997375,11.852935,22.62264667,0.4395155,0.63544,0.3952215,0.724115,0.9840405,0,0,4.1162215,0,0,1.7677,3.065015,1.70824,5.61114,1.35251,1.411608,2.3933495,1.67833,0,4.61458,0,4.476325,0.56993,2.557795
