AMF_induced_gene,Module_all,Module1,Module3,Module4
,Sobic.003G111100,,,
,Sobic.003G114600,,,
,Sobic.003G126500,,,
,Sobic.003G130400,,,
,Sobic.003G143100,,,
,Sobic.003G144500,,,
,Sobic.003G144600,,,
,Sobic.003G154700,,,
,Sobic.003G157600,,,
,Sobic.003G158300,,,
,Sobic.003G161500,,,
,Sobic.003G166500,,,
,Sobic.003G183850,,,
,Sobic.003G184000,,,
,Sobic.003G185100,,,
,Sobic.003G190100,,,
,Sobic.003G194400,,,
,Sobic.003G224100,,,
,Sobic.003G226900,,,
,Sobic.003G228200,,,
,Sobic.003G232200,,,
,Sobic.003G240000,,,
,Sobic.003G241400,,,
,Sobic.003G242200,,,
,Sobic.003G243400,,,
,Sobic.003G244200,,,
,Sobic.003G252300,,,
,Sobic.003G257400,,,
,Sobic.003G264000,,,
,Sobic.003G270800,,,
,Sobic.003G271600,,,
,Sobic.003G278400,,,
,Sobic.003G281800,,,
,Sobic.003G282000,,,
,Sobic.003G286700,,,
,Sobic.003G291700,,,
,Sobic.003G293600,,,
,Sobic.003G295500,,,
,Sobic.003G301000,,,
,Sobic.003G304800,,,
,Sobic.003G317900,,,
,Sobic.003G318100,,,
,Sobic.003G318200,,,
,Sobic.003G318350,,,
,Sobic.003G318600,,,
,Sobic.003G318700,,,
,Sobic.003G326000,,,
,Sobic.003G326200,,,
,Sobic.003G335100,,,
,Sobic.003G337600,,,
,Sobic.003G342300,,,
,Sobic.003G346700,,,
,Sobic.003G356000,,,
,Sobic.003G359800,,,
,Sobic.003G363900,,,
,Sobic.003G364000,,,
,Sobic.003G364100,,,
,Sobic.003G368300,,,
,Sobic.003G368400,,,
,Sobic.003G370400,,,
,Sobic.003G372000,,,
,Sobic.003G376200,,,
,Sobic.003G392700,,,
,Sobic.003G392800,,,
,Sobic.003G395900,,,
,Sobic.003G417100,,,
,Sobic.003G428900,,,
,Sobic.003G431900,,,
,Sobic.003G435700,,,
,Sobic.003G443000,,,
,Sobic.004G007133,,,
,Sobic.004G021500,,,
,Sobic.004G021600,,,
,Sobic.004G021700,,,
,Sobic.004G022300,,,
,Sobic.004G022432,,,
,Sobic.004G022600,,,
,Sobic.004G022850,,,
,Sobic.004G022950,,,
,Sobic.004G047900,,,
,Sobic.004G051900,,,
,Sobic.004G053600,,,
,Sobic.004G068600,,,
,Sobic.004G068700,,,
,Sobic.004G068900,,,
,Sobic.004G073500,,,
,Sobic.004G075351,,,
,Sobic.004G075400,,,
,Sobic.004G077400,,,
,Sobic.004G113300,,,
,Sobic.004G113800,,,
,Sobic.004G114300,,,
,Sobic.004G114400,,,
,Sobic.004G114600,,,
,Sobic.004G115900,,,
,Sobic.004G116300,,,
,Sobic.004G124800,,,
,Sobic.004G125100,,,
,Sobic.004G132300,,,
,Sobic.004G148300,,,
,Sobic.004G148400,,,
,Sobic.004G155900,,,
,Sobic.004G162700,,,
,Sobic.004G165200,,,
,Sobic.004G166000,,,
,Sobic.004G177000,,,
,Sobic.004G180200,,,
,Sobic.004G185100,,,
,Sobic.004G185300,,,
,Sobic.004G188500,,,
,Sobic.004G195900,,,
,Sobic.004G196500,,,
,Sobic.004G232300,,,
,Sobic.004G235900,,,
,Sobic.004G251200,,,
,Sobic.004G251300,,,
,Sobic.004G260300,,,
,Sobic.004G266000,,,
,Sobic.004G270500,,,
,Sobic.004G286800,,,
,Sobic.004G288300,,,
,Sobic.004G290100,,,
,Sobic.004G298000,,,
,Sobic.004G299500,,,
,Sobic.004G304000,,,
,Sobic.004G304100,,,
,Sobic.004G304625,,,
,Sobic.004G316500,,,
,Sobic.004G318700,,,
,Sobic.004G321000,,,
,Sobic.004G323400,,,
,Sobic.004G325100,,,
,Sobic.004G343800,,,
,Sobic.004G351400,,,
,Sobic.005G003200,,,
,Sobic.005G004500,,,
,Sobic.005G013300,,,
,Sobic.005G013500,,,
,Sobic.005G017700,,,
,Sobic.005G021800,,,
,Sobic.005G025700,,,
,Sobic.005G038300,,,
,Sobic.005G050032,,,
,Sobic.005G050300,,,
,Sobic.005G053950,,,
,Sobic.005G060900,,,
,Sobic.005G061801,,,
,Sobic.005G062500,,,
,Sobic.005G071500,,,
,Sobic.005G072300,,,
,Sobic.005G085700,,,
,Sobic.005G086400,,,
,Sobic.005G097800,,,
,Sobic.005G101600,,,
,Sobic.005G103200,,,
,Sobic.005G112700,,,
,Sobic.005G121200,,,
,Sobic.005G122400,,,
,Sobic.005G123000,,,
,Sobic.005G127800,,,
,Sobic.005G129650,,,
,Sobic.005G136200,,,
,Sobic.005G136300,,,
,Sobic.005G138500,,,
,Sobic.005G141100,,,
,Sobic.005G146400,,,
,Sobic.005G146533,,,
,Sobic.005G146666,,,
,Sobic.005G146900,,,
,Sobic.005G152000,,,
,Sobic.005G156850,,,
,Sobic.005G161100,,,
,Sobic.005G161200,,,
,Sobic.005G161500,,,
,Sobic.005G161600,,,
,Sobic.005G161700,,,
,Sobic.005G165500,,,
,Sobic.005G165800,,,
,Sobic.005G168200,,,
,Sobic.005G182400,,,
,Sobic.005G203000,,,
,Sobic.005G213766,,,
,Sobic.005G213832,,,
,Sobic.005G213950,,,
,Sobic.005G214000,,,
,Sobic.006G000600,,,
,Sobic.006G000800,,,
,Sobic.006G006700,,,
,Sobic.006G014800,,,
,Sobic.006G018400,,,
,Sobic.006G021000,,,
,Sobic.006G021100,,,
,Sobic.006G022800,,,
,Sobic.006G023000,,,
,Sobic.006G023100,,,
,Sobic.006G023200,,,
,Sobic.006G023300,,,
,Sobic.006G023400,,,
,Sobic.006G023900,,,
,Sobic.006G025400,,,
,Sobic.006G026800,,,
,Sobic.006G026900,,,
,Sobic.006G027300,,,
,Sobic.006G027900,,,
,Sobic.006G034200,,,
,Sobic.006G034300,,,
,Sobic.006G036900,,,
,Sobic.006G037500,,,
,Sobic.006G049300,,,
,Sobic.006G050600,,,
,Sobic.006G063900,,,
,Sobic.006G075600,,,
,Sobic.006G080700,,,
,Sobic.006G093500,,,
,Sobic.006G096000,,,
,Sobic.006G106800,,,
,Sobic.006G107900,,,
,Sobic.006G113000,,,
,Sobic.006G113500,,,
,Sobic.006G114700,,,
,Sobic.006G116050,,,
,Sobic.006G116900,,,
,Sobic.006G117600,,,
,Sobic.006G121600,,,
,Sobic.006G137600,,,
,Sobic.006G146000,,,
,Sobic.006G148400,,,
,Sobic.006G148500,,,
,Sobic.006G152600,,,
,Sobic.006G152900,,,
,Sobic.006G165900,,,
,Sobic.006G166100,,,
,Sobic.006G173700,,,
,Sobic.006G176300,,,
,Sobic.006G177300,,,
,Sobic.006G178200,,,
,Sobic.006G178300,,,
,Sobic.006G184100,,,
,Sobic.006G188400,,,
,Sobic.006G192400,,,
,Sobic.006G196000,,,
,Sobic.006G201700,,,
,Sobic.006G206800,,,
,Sobic.006G208050,,,
,Sobic.006G209200,,,
,Sobic.006G214400,,,
,Sobic.006G229800,,,
,Sobic.006G230100,,,
,Sobic.006G233100,,,
,Sobic.006G239900,,,
,Sobic.006G242600,,,
,Sobic.006G242701,,,
,Sobic.006G242800,,,
,Sobic.006G249000,,,
,Sobic.006G259300,,,
,Sobic.006G261700,,,
,Sobic.006G264000,,,
,Sobic.006G270100,,,
,Sobic.006G276100,,,
,Sobic.006G279100,,,
,Sobic.007G002500,,,
,Sobic.007G004300,,,
,Sobic.007G023000,,,
,Sobic.007G039500,,,
,Sobic.007G042700,,,
,Sobic.007G047200,,,
,Sobic.007G050000,,,
,Sobic.007G055700,,,
,Sobic.007G063300,,,
,Sobic.007G066800,,,
,Sobic.007G067600,,,
,Sobic.007G080500,,,
,Sobic.007G088300,,,
,Sobic.007G094300,,,
,Sobic.007G095100,,,
,Sobic.007G098400,,,
,Sobic.007G105800,,,
,Sobic.007G110300,,,
,Sobic.007G116400,,,
,Sobic.007G116950,,,
,Sobic.007G117200,,,
,Sobic.007G121600,,,
,Sobic.007G125400,,,
,Sobic.007G132300,,,
,Sobic.007G134140,,,
,Sobic.007G143700,,,
,Sobic.007G153001,,,
,Sobic.007G153600,,,
,Sobic.007G154300,,,
,Sobic.007G158800,,,
,Sobic.007G161400,,,
,Sobic.007G163500,,,
,Sobic.007G164900,,,
,Sobic.007G166600,,,
,Sobic.007G167400,,,
,Sobic.007G168100,,,
,Sobic.007G186500,,,
,Sobic.007G186600,,,
,Sobic.007G195300,,,
,Sobic.007G201000,,,
,Sobic.007G211300,,,
,Sobic.007G213300,,,
,Sobic.007G214500,,,
,Sobic.007G221400,,,
,Sobic.007G225300,,,
,Sobic.007G225700,,,
,Sobic.008G001800,,,
,Sobic.008G013800,,,
,Sobic.008G015800,,,
,Sobic.008G016800,,,
,Sobic.008G029300,,,
,Sobic.008G032300,,,
,Sobic.008G034300,,,
,Sobic.008G038000,,,
,Sobic.008G044450,,,
,Sobic.008G064700,,,
,Sobic.008G067200,,,
,Sobic.008G074400,,,
,Sobic.008G076600,,,
,Sobic.008G078400,,,
,Sobic.008G087500,,,
,Sobic.008G091500,,,
,Sobic.008G104500,,,
,Sobic.008G106200,,,
,Sobic.008G106800,,,
,Sobic.008G109300,,,
,Sobic.008G109400,,,
,Sobic.008G111100,,,
,Sobic.008G117000,,,
,Sobic.008G118300,,,
,Sobic.008G122200,,,
,Sobic.008G130200,,,
,Sobic.008G130350,,,
,Sobic.008G132300,,,
,Sobic.008G134700,,,
,Sobic.008G135401,,,
,Sobic.008G151000,,,
,Sobic.008G172800,,,
,Sobic.008G180500,,,
,Sobic.008G192100,,,
,Sobic.009G011200,,,
,Sobic.009G011300,,,
,Sobic.009G047600,,,
,Sobic.009G052901,,,
,Sobic.009G057400,,,
,Sobic.009G074100,,,
,Sobic.009G100100,,,
,Sobic.009G107500,,,
,Sobic.009G108300,,,
,Sobic.009G124600,,,
,Sobic.009G129800,,,
,Sobic.009G129900,,,
,Sobic.009G136700,,,
,Sobic.009G145000,,,
,Sobic.009G150100,,,
,Sobic.009G152300,,,
,Sobic.009G157800,,,
,Sobic.009G160100,,,
,Sobic.009G161700,,,
,Sobic.009G161900,,,
,Sobic.009G164400,,,
,Sobic.009G171400,,,
,Sobic.009G196800,,,
,Sobic.009G201000,,,
,Sobic.009G212500,,,
,Sobic.009G218450,,,
,Sobic.009G225600,,,
,Sobic.009G233200,,,
,Sobic.009G235600,,,
,Sobic.009G238300,,,
,Sobic.009G244000,,,
,Sobic.009G244300,,,
,Sobic.009G249900,,,
,Sobic.010G007500,,,
,Sobic.010G011200,,,
,Sobic.010G011900,,,
,Sobic.010G012001,,,
,Sobic.010G013000,,,
,Sobic.010G019700,,,
,Sobic.010G024600,,,
,Sobic.010G035100,,,
,Sobic.010G038900,,,
,Sobic.010G041800,,,
,Sobic.010G050800,,,
,Sobic.010G054800,,,
,Sobic.010G069300,,,
,Sobic.010G089200,,,
,Sobic.010G104300,,,
,Sobic.010G112500,,,
,Sobic.010G113300,,,
,Sobic.010G113500,,,
,Sobic.010G113600,,,
,Sobic.010G122800,,,
,Sobic.010G126500,,,
,Sobic.010G127600,,,
,Sobic.010G128800,,,
,Sobic.010G128900,,,
,Sobic.010G129000,,,
,Sobic.010G129100,,,
,Sobic.010G134700,,,
,Sobic.010G146500,,,
,Sobic.010G155600,,,
,Sobic.010G164100,,,
,Sobic.010G169300,,,
,Sobic.010G192800,,,
,Sobic.010G204000,,,
,Sobic.010G206800,,,
,Sobic.010G213900,,,
,Sobic.010G218600,,,
,Sobic.010G225251,,,
,Sobic.010G225276,,,
,Sobic.010G227150,,,
,Sobic.010G233200,,,
,Sobic.010G241500,,,
,Sobic.010G242000,,,
,Sobic.010G247600,,,
,Sobic.010G251800,,,
,Sobic.010G259500,,,
,Sobic.010G260600,,,
,Sobic.010G268900,,,
,Sobic.010G269950,,,
,Sobic.001G019500,,,
,Sobic.001G036200,,,
,Sobic.001G095200,,,
,Sobic.001G111500,,,
,Sobic.001G146100,,,
,Sobic.001G185400,,,
,Sobic.001G187000,,,
,Sobic.001G195300,,,
,Sobic.001G207400,,,
,Sobic.001G250800,,,
,Sobic.001G254600,,,
,Sobic.001G261800,,,
,Sobic.001G269000,,,
,Sobic.001G276400,,,
,Sobic.001G302500,,,
,Sobic.001G387300,,,
,Sobic.001G450300,,,
,Sobic.001G486700,,,
,Sobic.001G530000,,,
,Sobic.001G531700,,,
,Sobic.001G535200,,,
,Sobic.001G543900,,,
,Sobic.002G002800,,,
,Sobic.002G010900,,,
,Sobic.002G012800,,,
,Sobic.002G035400,,,
,Sobic.002G054200,,,
,Sobic.002G075900,,,
,Sobic.002G077500,,,
,Sobic.002G082600,,,
,Sobic.002G087000,,,
,Sobic.002G093300,,,
,Sobic.002G097000,,,
,Sobic.002G125200,,,
,Sobic.002G137601,,,
,Sobic.002G177600,,,
,Sobic.002G177700,,,
,Sobic.002G190500,,,
,Sobic.002G204200,,,
,Sobic.002G216200,,,
,Sobic.002G232500,,,
,Sobic.002G240000,,,
,Sobic.002G257750,,,
,Sobic.002G328200,,,
,Sobic.002G328550,,,
,Sobic.002G333700,,,
,Sobic.002G392700,,,
,Sobic.002G422300,,,
,Sobic.003G005200,,,
,Sobic.003G027000,,,
,Sobic.003G037400,,,
,Sobic.003G079700,,,
,Sobic.003G127700,,,
,Sobic.003G146100,,,
,Sobic.003G210801,,,
,Sobic.003G264700,,,
,Sobic.003G272500,,,
,Sobic.003G275800,,,
,Sobic.003G280300,,,
,Sobic.003G285300,,,
,Sobic.003G328700,,,
,Sobic.003G367451,,,
,Sobic.003G383300,,,
,Sobic.003G393400,,,
,Sobic.003G417350,,,
,Sobic.003G419600,,,
,Sobic.003G434200,,,
,Sobic.004G021200,,,
,Sobic.004G045000,,,
,Sobic.004G072200,,,
,Sobic.004G072600,,,
,Sobic.004G132100,,,
,Sobic.004G144000,,,
,Sobic.004G167200,,,
,Sobic.004G189100,,,
,Sobic.004G192450,,,
,Sobic.004G230800,,,
,Sobic.004G267900,,,
,Sobic.004G296500,,,
,Sobic.004G296700,,,
,Sobic.004G302500,,,
,Sobic.004G310300,,,
,Sobic.004G331000,,,
,Sobic.004G338200,,,
,Sobic.004G341600,,,
,Sobic.005G020700,,,
,Sobic.005G053001,,,
,Sobic.005G070951,,,
,Sobic.005G084900,,,
,Sobic.005G124100,,,
,Sobic.005G205000,,,
,Sobic.005G218201,,,
,Sobic.006G038500,,,
,Sobic.006G038800,,,
,Sobic.006G050500,,,
,Sobic.006G078900,,,
,Sobic.006G091700,,,
,Sobic.006G101300,,,
,Sobic.006G103100,,,
,Sobic.006G143900,,,
,Sobic.006G147400,,,
,Sobic.006G147450,,,
,Sobic.006G220400,,,
,Sobic.006G223800,,,
,Sobic.006G227750,,,
,Sobic.006G246001,,,
,Sobic.006G248300,,,
,Sobic.006G255400,,,
,Sobic.007G005100,,,
,Sobic.007G027700,,,
,Sobic.007G037000,,,
,Sobic.007G063700,,,
,Sobic.007G071950,,,
,Sobic.007G072000,,,
,Sobic.007G083700,,,
,Sobic.007G084600,,,
,Sobic.007G128100,,,
,Sobic.007G152600,,,
,Sobic.007G152800,,,
,Sobic.008G003900,,,
,Sobic.008G008801,,,
,Sobic.008G026900,,,
,Sobic.008G037800,,,
,Sobic.008G052000,,,
,Sobic.008G055432,,,
,Sobic.008G079500,,,
,Sobic.008G083600,,,
,Sobic.008G097000,,,
,Sobic.008G109200,,,
,Sobic.008G164450,,,
,Sobic.008G186100,,,
,Sobic.009G040900,,,
,Sobic.009G042900,,,
,Sobic.009G047200,,,
,Sobic.009G107600,,,
,Sobic.009G122325,,,
,Sobic.009G133100,,,
,Sobic.009G134300,,,
,Sobic.009G137700,,,
,Sobic.009G142500,,,
,Sobic.010G005401,,,
,Sobic.010G006350,,,
,Sobic.010G014300,,,
,Sobic.010G021000,,,
,Sobic.010G021100,,,
,Sobic.010G027100,,,
,Sobic.010G032000,,,
,Sobic.010G057800,,,
,Sobic.010G058700,,,
,Sobic.010G076300,,,
,Sobic.010G089400,,,
,Sobic.010G089700,,,
,Sobic.010G090100,,,
,Sobic.010G092500,,,
,Sobic.010G094400,,,
,Sobic.010G117700,,,
,Sobic.010G131500,,,
,Sobic.010G132700,,,
,Sobic.010G173700,,,
,Sobic.010G187600,,,
,Sobic.010G189700,,,
,Sobic.010G199900,,,
,Sobic.010G208700,,,
,Sobic.010G225226,,,
,Sobic.K022300,,,
,Sobic.002G279500,,,
,Sobic.004G304200,,,
,Sobic.006G179900,,,
,Sobic.009G130000,,,
,Sobic.001G384200,,,
,Sobic.002G310300,,,
,Sobic.002G420100,,,
,Sobic.003G179500,,,
,Sobic.003G212600,,,
,Sobic.004G219000,,,
,Sobic.006G012200,,,
,Sobic.006G107400,,,
,Sobic.008G079300,,,
,Sobic.009G060501,,,
,Sobic.010G191000,,,
,Sobic.004G239700,,,
