,Group_2,Group_1,RCO02,RCO03,RCO04,RCO05,RCO06,RCO07,RCO08,RCO09,RCO10,RCO11,RCO12,RCO13,RCO14,RCO15,RCO16,RCO17,RPR03,RPR04,RPR05,RPR06,RPR07,RPR08,RPR09,RPR10,RPR11,RPR12,RPR13,RPR14,RPR15,RPR16,RPR17,RPO09,RPO10,RPO11,RPO12,RPO13,RPO14,RPO15,RPO16,RPO17,ZCO03,ZCO04,ZCO08,ZCO09,ZCO10,ZCO11,ZPR03,ZPR04,ZPR08,ZPR09,ZPR10,ZPO10,ZPO11,SCO04,SCO08,SCO09,SCO10,SCO11,SPR04,SPR08,SPR09,SPR10,SPO10,SPO11
jgi.Rhice1_1.712651.estExt_Genewise1.C_2020067,Sugar,Sugar,0,0,0,0,0,0,0,0,0.87228,1.6211067,1.018262,1.0762583,0,0.635944,0,0,0,0,0,0,0,0,3.6006167,0,0,0,4.7182467,0,0,0,2.3521033,0,0,0,0,0,0,0,0,0,0,0,0,0.483995,0,0,0,0,0,0,0,0,0,0,0.9328145,0,0,0,0,0,0,0,0.373175,0
jgi.Rhice1_1.874735.estExt_Genemark1.C_1170026,Sugar,Sugar,0,0,0,0,0,0,0.69864,0,0,1.58445,2.06853,1.0519217,3.7577,0,0.877275,1.4026983,0.834215,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1791083,0,1.09892,0,0,0.8127683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3542405,0,0,0,0,0,0
jgi.Rhiir2_1.1876872.estExt_Genemark1.C_1210051,Sugar,Sugar,1.8132917,0,0,0,0.874055,0,0.6934133,0,0,0,2.085188,0,2.68353,0,0,0.6961017,0,0,0,0,0,0,0,1.7319833,0,0,1.2978783,3.42047,0,0,2.03351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33106,0.3258205,0,0,0,1.578605,0,0.327738,0,0,0
jgi.Rhice1_1.833572.gm1.22356_g,Sugar,Sugar,0.51466,1.074342,0,0,0,0,0,0,0,0.6234,0.798806,1.332787,1.460515,1.067722,0,1.331345,0,0,0,0,0,0,0,0,0,0,0,0,1.90998,0.757725,0,0,0,1.185947,0,0,11.12575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518615,0,0,0,0,0,0,0,0,0
jgi.Rhice1_1.873948.estExt_Genemark1.C_930013,Sugar,Sugar,0,0,0,0,0.587375,0,0,1.26849,0,2.151767,1.312352,1.8296,3.06468,0,3.57741,0,0,0,0,0,0,0,0,0,0,1.802217,0,0,0,0,1.550768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167958,0,0,0,0,0,0,0,0,0.271282,0,0,0,0,0,0,0,0,0
jgi.RhiirA4.468768.gm1.18564_g,Sugar,Sugar,0,0,0,0,1.024842,0,0,0,0,0,0,0.740625,5.33298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.453567,0,0,0,5.693517,0,0,0,0,0.395673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.RhiirB3.464519.estExt_fgenesh1_pm.C_14640001,Sugar,Sugar,0,0,0,0,0,0,0,0,0,0,2.152,1.29606,0,0,0,0,0,0,0,0,0,0,0,1.87385,0,0,1.463613,0,0,0,2.304705,0,0,0,0,0,0,0,0,2.773433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.RhiirA5.391437.estExt_fgenesh1_pm.C_1260010,Sugar,Sugar,0,0,0,0,0,0,0,0,0.000227,0,0,1.5339317,0,0,8.68638,1.9625,0,0,0,0,0,0,0,0,0,0,0,11.18865,3.749425,0.0000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87391,0,0,0,0,0,0,0,0,0,0
jgi.Rhidi1.758529.gm1.9603_g,Sugar,Sugar,0,0,0,0,0,0,0,0,0,0.3972967,2.94472,0.5571967,0,1.790118,12.5119,2.022195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3852055,0,0,0,0,0,0.3185935,0.2777965,0,0,0,0,0.172117
jgi.Rhidi1.736584.estExt_fgenesh1_pm.C_2820002,Sugar,Sugar,0,0,0,0,0,0.58982,0,0.2516017,1.4671383,0,4.751934,0.5709583,0,0,0,0.3541667,0,0,0,0,0,0,0,0,0,0,0,1.45606,0,0,0,0,0,0,0,2.0788333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420683,0,0,0.6811665,0,0,0,0,0.1470305,0
jgi.RhiirA4.521163.MIX27702_18_36,Sugar,Sugar,0,0,0,0,0,0,0,1.110112,0,0,1.51995,0,3.502495,0,4.08847,2.324558,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42415,0,0,0,0,0,0,0,0,0,2.119133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312195,0,0,0,0,0.302825,0,0,0,0,0
jgi.Gigro1.1953294.e_gw1.93.42.1,Sugar,Sugar,0,0,0,0,0,0,0,2.311417,3.75695,0,1.238176,0,0,0,0,0.96703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.Rhice1_1.718881.estExt_Genewise1Plus.C_120069,Sugar,Sugar,0.5496033,0,0,0,0,1.332725,0,0,0,0,0,1.03887,0,0,0,0.7715583,0,0,0,0,0,0,0,0,0,0,3.1229167,0,0,0,0,0,0,1.535705,0,0,0,0,0,0,0,0,0,0,0.341052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1982575
jgi.RhiirC2.839360.estExt_fgenesh1_pm.C_870001,Sugar,Sugar,0,0,0,0,0,0,0,0,4.0624,1.911267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.Rhice1_1.688767.e_gw1.54.28.1,Sugar,Sugar,0,0,0,0,3.9963233,0,0,0,0,0,0,1.1760233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3420367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4230595,0,0,0,0,0,0,0
jgi.Rhice1_1.881886.estExt_Genemark1.C_8120004,Sugar,Sugar,0,0,0,0,0,0,0,0,0,0,0,0.53395,3.510715,1.948774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.295562,0,1.026298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.Gloin1.2726.gm1.2614_g,Sugar,Sugar,0.5710683,0,0,0,0,0,3.2149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450251,0,0,0,0,0
jgi.RhiirA1_1.453949.gm1.6314_g,Sugar,Sugar,0,0,0,0,0,0,0,2.1968,0,0,0,0.855045,0,0,0,0.7689717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.RhiirA1_1.469774.gm1.22139_g,Sugar,Sugar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.470435,0,0,2.6509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.Rhice1_1.875100.estExt_Genemark1.C_1310014,Sugar,Sugar,0,0,0,2.3437667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5267055,0.6646225,0.342827,0.915442,0,0,0,0.2804875,0,0
jgi.Rhice1_1.815421.gm1.4205_g,Sugar,Sugar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5025167,0,0,0,0,0,0,0,0,0,0,0,0.2193825,0.6004835,0.679705,0,0,0,0,0.9382015,0.2304265,0,0,0,0.1796395,0.1820465,1.097628,0.369294,0.2392965,0,0.1861255,0.5321965,0,0.5166745
jgi.RhiirA5.454622.MIX6267_38_33,Sugar,Sugar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.949817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.Rhice1_1.691149.e_gw1.110.16.1,Sugar,Sugar,0,0,0,0,0,0,0,0,0,0.6776667,0.906944,0.482935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.Rhidi1.619074.e_gw1.49.18.1,Sugar,Sugar,0,0,0,0,0,0,0,0,1.6467467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3935755,0.317744,0,0,0,0,0,0,0,0,0
jgi.Rhice1_1.822032.gm1.10816_g,Sugar,Sugar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.Gloin1.6067.gm1.5955_g,Sugar,Sugar,0,0,0,0,0,0,0,0.9207833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.RhiirA1_1.519507.MIX31824_1_3,Sugar,Sugar,0.5340183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.Rhice1_1.692738.e_gw1.149.10.1,Sugar,Sugar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4154065,0.4320475,0,0,0,0,0,0,0
jgi.Gigro1.2240366.estExt_Genemark1.C_960031,Sugar,Sugar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.RhiirA1_1.338712.e_gw1.193.15.1,Sugar,Sugar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1554437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235056
jgi.Rhice1_1.834093.gm1.22877_g,Sugar,Sugar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH20,Trehalose-6-phosphate synthase,Trehalose,10.449463,7.520083,0,9.838297,9.191408,11.271491,26.600041,12.481577,28.574581,44.080096,66.671228,61.569744,66.58085,61.255864,76.932772,63.343789,0,0,0,0,0,0,8.350765,7.745002,0,55.694784,25.358056,11.130645,40.597653,20.141632,82.356564,15.514063,44.731832,19.390355,9.377505,26.127805,45.721232,8.200221,17.15025,14.13695,0.466432,2.740095,2.085271,7.196532,1.57027,1.421307,1.55643,0.319004,8.338865,0,0.9359,0.918547,0,3.497702,2.965604,2.205529,1.836698,1.744595,11.582192,0.73355,3.59933,2.482592,4.623555,1.119399
GH37,Neutral trehalase,Trehalose,18.40162,1.2116467,0,1.2707633,2.836229,3.037045,6.507865,5.6567853,17.0624533,21.6565983,31.203002,32.0251283,38.88649,14.908496,20.18535,34.1517183,0,0,0,0,0,2.59654,2.4179667,1.7950333,0,5.8649183,18.2947333,22.875475,22.0107475,10.54022,21.00802,17.982309,4.9785333,18.50227,20.32465,9.35459,21.35981,4.9469602,2.649235,7.5910617,0,0,2.1203125,0.59523,0.83031,0.6916245,5.0192,0.2392505,4.90667,0.728905,0,1.1253135,0.801826,1.3349345,3.8525555,0.686455,1.5245885,0.79842,4.52611,0.358443,5.106063,1.1655245,1.580608,0.655885
